,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)","HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)",Total Year-Round Beds (ES),Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),HMIS Participation Rate for Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Total Year-Round Beds (TH),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),HMIS Participation Rate for Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Total Year-Round Beds (SH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),HMIS Participation Rate for Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Total Year-Round Beds (RRH & DEM),Total Non-DV Year-Round Beds (RRH & DEM),Total HMIS Year-Round Beds (RRH & DEM),HMIS Participation Rate for Year-Round Beds (RRH & DEM),Total Units for Households with Children (RRH & DEM),Total Beds for Households with Children (RRH & DEM),Total Beds for Households without Children (RRH & DEM),Total Beds for Households with only Children (RRH & DEM),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),HMIS Participation Rate for Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Total Year-Round Beds (DEM),Total Non-DV Year-Round Beds (DEM),Total HMIS Year-Round Beds (DEM),HMIS Participation Rate for Year-Round Beds (DEM),Total Units for Households with Children (DEM),Total Beds for Households with Children (DEM),Total Beds for Households without Children (DEM),Total Beds for Households with only Children (DEM),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),HMIS Participation Rate for Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),HMIS Participation Rate for Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH)
DE-500,1172,1098,736,62.80%,552,620,0,199,561,603,8,552,478,363,65.76%,76,14,73,238,311,3,620,620,373,60.16%,126,323,292,5,0,0,0,.,0,0,0,0,130,130,130,100.00%,29,96,34,0,130,130,130,100.00%,29,96,34,0,0,0,0,.,0,0,0,0,598,598,437,73.08%,25,57,541,0,0,0,0,.,0,0,0,0
FL-500,785,717,589,75.03%,387,398,0,83,292,446,47,387,319,319,82.43%,0,126,18,80,275,32,398,398,270,67.84%,65,212,171,15,0,0,0,.,0,0,0,0,32,32,32,100.00%,5,22,10,0,32,32,32,100.00%,5,22,10,0,0,0,0,.,0,0,0,0,283,283,283,100.00%,28,102,181,0,0,0,0,.,0,0,0,0
FL-501,1049,904,784,74.74%,449,590,10,138,367,682,0,449,341,274,61.02%,0,28,38,95,354,0,590,553,500,84.75%,100,272,318,0,10,10,10,100.00%,0,0,10,0,80,80,80,100.00%,14,52,28,0,80,80,80,100.00%,14,52,28,0,0,0,0,.,0,0,0,0,1322,1322,977,73.90%,154,471,851,0,102,102,0,0.00%,20,49,53,0
FL-502,2367,2222,2134,90.16%,1363,959,45,160,581,1786,0,1363,1297,1297,95.16%,0,102,60,254,1109,0,959,880,792,82.59%,100,327,632,0,45,45,45,100.00%,0,0,45,0,18,18,18,100.00%,0,0,18,0,18,18,18,100.00%,0,0,18,0,0,0,0,.,0,0,0,0,1009,1009,1009,100.00%,69,154,855,0,0,0,0,.,0,0,0,0
FL-503,433,433,283,65.36%,178,255,0,41,207,226,0,178,178,142,79.78%,0,15,11,54,124,0,255,255,141,55.29%,30,153,102,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,139,139,139,100.00%,40,95,44,0,0,0,0,.,0,0,0,0
FL-504,594,459,390,65.66%,150,444,0,97,380,208,6,150,83,71,47.33%,187,0,22,80,70,0,444,376,319,71.85%,75,300,138,6,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,319,319,92,28.84%,54,167,152,0,0,0,0,.,0,0,0,0
FL-505,229,205,205,89.52%,81,148,0,21,107,114,8,81,57,57,70.37%,490,20,10,33,48,0,148,148,148,100.00%,11,74,66,8,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,60,60,60,100.00%,18,60,0,0,55,55,55,100.00%,11,55,0,0
FL-506,578,490,419,72.49%,187,391,0,58,196,358,24,187,144,144,77.01%,49,110,10,42,127,18,391,346,275,70.33%,48,154,231,6,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,538,538,391,72.68%,95,241,297,0,0,0,0,.,0,0,0,0
FL-507,2466,2197,1780,72.18%,1105,1361,0,285,1050,1317,99,1105,911,702,63.53%,0,235,88,352,729,24,1361,1286,1078,79.21%,197,698,588,75,0,0,0,.,0,0,0,0,258,258,258,100.00%,64,258,0,0,0,0,0,.,0,0,0,0,258,258,258,100.00%,64,258,0,0,1196,1196,218,18.23%,58,151,1045,0,0,0,0,.,0,0,0,0
FL-508,333,271,198,59.46%,132,201,0,41,147,154,32,132,81,81,61.36%,75,0,14,61,39,32,201,190,117,58.21%,27,86,115,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,852,852,71,8.33%,74,183,669,0,0,0,0,.,0,0,0,0
FL-509,314,247,241,76.75%,148,166,0,74,263,39,12,148,81,75,50.68%,0,0,36,131,5,12,166,166,166,100.00%,38,132,34,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,293,293,282,96.25%,55,109,184,0,0,0,0,.,0,0,0,0
FL-510,1714,1583,1155,67.39%,904,810,0,237,730,930,54,904,773,543,60.07%,145,23,69,277,605,22,810,810,612,75.56%,168,453,325,32,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1286,1286,334,25.97%,378,717,569,0,109,109,0,0,0,0,109,0
FL-511,784,734,644,82.14%,288,496,0,46,203,569,12,288,238,196,68.06%,0,31,19,89,199,0,496,496,448,90.32%,27,114,370,12,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,283,283,253,89.40%,0,0,283,0,0,0,0,.,0,0,0,0
FL-512,255,195,148,58.04%,84,171,0,87,178,77,0,84,40,40,47.62%,0,24,23,52,32,0,171,155,108,63.16%,64,126,45,0,0,0,0,.,0,0,0,0,61,61,61,100.00%,17,57,4,0,61,61,61,100.00%,17,57,4,0,0,0,0,.,0,0,0,0,76,76,0,0.00%,14,37,39,0,0,0,0,.,0,0,0,0
FL-513,826,798,652,78.93%,112,714,0,225,610,186,30,112,112,39,34.82%,132,8,5,23,69,20,714,686,613,85.85%,220,587,117,10,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,174,174,174,100.00%,33,123,51,0,0,0,0,.,0,0,0,0
FL-514,369,318,318,86.18%,203,166,0,30,164,163,42,203,152,152,74.88%,0,0,11,81,92,30,166,166,166,100.00%,19,83,71,12,0,0,0,.,0,0,0,0,7,7,7,100.00%,0,0,7,0,7,7,7,100.00%,0,0,7,0,0,0,0,.,0,0,0,0,102,102,102,100.00%,75,97,5,0,0,0,0,.,0,0,0,0
FL-515,186,186,156,83.87%,24,162,0,43,68,118,0,24,24,24,100.00%,25,0,2,9,15,0,162,162,132,81.48%,41,59,103,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,50,50,0,0.00%,0,0,50,0,0,0,0,.,0,0,0,0
FL-516,75,75,75,100.00%,40,35,0,2,30,30,15,40,40,40,100.00%,0,0,2,30,10,0,35,35,35,100.00%,0,0,20,15,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,40,40,40,100.00%,10,27,13,0,0,0,0,.,0,0,0,0
FL-517,241,179,76,31.54%,126,115,0,62,163,78,0,126,82,0,0.00%,0,3,27,60,66,0,115,97,76,66.09%,35,103,12,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,88,54,54,61.36%,30,74,14,0,0,0,0,.,0,0,0,0
FL-518,107,57,57,53.27%,56,51,0,14,40,55,12,56,14,14,25.00%,0,0,12,32,12,12,51,43,43,84.31%,2,8,43,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,26,15,11,42.31%,5,15,11,0,0,0,0,.,0,0,0,0
FL-519,172,116,101,58.72%,74,98,0,17,57,111,4,74,18,18,24.32%,0,11,14,38,32,4,98,98,83,84.69%,3,19,79,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,168,168,84,50.00%,58,149,19,0,0,0,0,.,0,0,0,0
FL-520,316,212,212,67.09%,183,133,0,63,176,139,1,183,85,85,46.45%,34,44,38,112,70,1,133,127,127,95.49%,25,64,69,0,0,0,0,.,0,0,0,0,10,10,10,100.00%,1,8,2,0,10,10,10,100.00%,1,8,2,0,0,0,0,.,0,0,0,0,58,58,58,100.00%,11,35,23,0,3,3,3,100.00%,0,0,3,0
FL-600,3649,3144,2359,64.65%,2026,1595,28,442,1762,1839,48,2026,1891,1424,70.29%,20,10,202,829,1149,48,1595,1225,907,56.87%,240,933,662,0,28,28,28,100.00%,0,0,28,0,381,381,300,78.74%,79,239,142,0,381,381,300,78.74%,79,239,142,0,0,0,0,.,0,0,0,0,3939,3939,2973,75.48%,546,1911,2028,0,0,0,0,.,0,0,0,0
FL-601,2026,1894,1396,68.90%,775,1216,35,225,729,1291,6,775,643,566,73.03%,0,505,55,220,555,0,1216,1216,795,65.38%,170,509,701,6,35,35,35,100.00%,0,0,35,0,161,161,126,78.26%,47,140,21,0,161,161,126,78.26%,47,140,21,0,0,0,0,.,0,0,0,0,1861,1560,975,52.39%,215,684,1177,0,0,0,0,.,0,0,0,0
FL-602,232,220,220,94.83%,72,156,4,38,75,135,22,72,60,60,83.33%,0,0,16,32,40,0,156,156,156,100.00%,22,43,91,22,4,4,4,100.00%,0,0,4,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,62,62,62,100.00%,3,5,57,0,39,39,39,100.00%,0,0,39,0
FL-603,486,396,346,71.19%,283,203,0,26,121,355,10,283,193,168,59.36%,0,0,24,115,158,10,203,203,178,87.68%,2,6,197,0,0,0,0,.,0,0,0,0,25,25,24,96.00%,4,13,12,0,25,25,24,96.00%,4,13,12,0,0,0,0,.,0,0,0,0,323,323,128,39.63%,197,201,122,0,0,0,0,.,0,0,0,0
FL-604,439,380,380,86.56%,268,171,0,25,89,342,8,268,209,209,77.99%,0,0,15,54,206,8,171,171,171,100.00%,10,35,136,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,191,191,176,92.15%,15,46,145,0,0,0,0,.,0,0,0,0
FL-605,864,677,653,75.58%,367,481,16,81,364,480,20,367,266,252,68.66%,0,2,48,214,143,10,481,395,385,80.04%,33,150,321,10,16,16,16,100.00%,0,0,16,0,669,669,669,100.00%,130,350,319,0,669,669,669,100.00%,130,350,319,0,0,0,0,.,0,0,0,0,977,977,645,66.02%,116,508,469,0,0,0,0,.,0,0,0,0
FL-606,427,355,295,69.09%,221,206,0,32,81,346,0,221,161,121,54.75%,0,36,19,51,170,0,206,194,174,84.47%,13,30,176,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,27,27,25,92.59%,1,3,24,0,0,0,0,.,0,0,0,0
GA-500,3747,3692,2680,71.52%,2027,1720,0,183,733,3014,0,2027,1986,1292,63.74%,148,166,70,362,1665,0,1720,1706,1388,80.70%,113,371,1349,0,0,0,0,.,0,0,0,0,149,149,140,93.96%,37,125,19,5,149,149,140,93.96%,37,125,19,5,0,0,0,.,0,0,0,0,1677,1677,1412,84.20%,253,557,1120,0,0,0,0,.,0,0,0,0
GA-501,2756,1619,1379,50.04%,1526,1230,0,545,1809,941,6,1526,822,601,39.38%,13,141,230,737,783,6,1230,797,778,63.25%,315,1072,158,0,0,0,0,.,0,0,0,0,223,174,174,78.03%,68,196,27,0,223,174,174,78.03%,68,196,27,0,0,0,0,.,0,0,0,0,2134,2101,1831,85.80%,362,769,1365,0,0,0,0,.,0,0,0,0
GA-502,365,358,235,64.38%,56,309,0,86,211,154,0,56,53,53,94.64%,0,0,16,47,9,0,309,305,182,58.90%,70,164,145,0,0,0,0,.,0,0,0,0,16,16,16,100.00%,2,6,10,0,16,16,16,100.00%,2,6,10,0,0,0,0,.,0,0,0,0,336,336,325,96.73%,98,247,89,0,0,0,0,.,0,0,0,0
GA-503,143,127,127,88.81%,85,58,0,36,80,63,0,85,69,69,81.18%,35,2,7,30,55,0,58,58,58,100.00%,29,50,8,0,0,0,0,.,0,0,0,0,107,91,91,85.05%,30,89,18,0,107,91,91,85.05%,30,89,18,0,0,0,0,.,0,0,0,0,131,131,97,74.05%,18,43,88,0,0,0,0,.,0,0,0,0
GA-504,365,365,353,96.71%,215,150,0,29,113,252,0,215,215,203,94.42%,0,0,8,53,162,0,150,150,150,100.00%,21,60,90,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,166,166,53,31.93%,132,137,29,0,0,0,0,.,0,0,0,0
GA-505,226,192,102,45.13%,184,42,0,25,76,150,0,184,150,60,32.61%,0,0,25,76,108,0,42,42,42,100.00%,0,0,42,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,168,168,140,83.33%,0,0,168,0,0,0,0,.,0,0,0,0
GA-506,401,308,298,74.31%,119,282,0,91,254,147,0,119,87,87,73.11%,0,38,25,60,59,0,282,221,211,74.82%,66,194,88,0,0,0,0,.,0,0,0,0,8,8,8,100.00%,2,7,1,0,8,8,8,100.00%,2,7,1,0,0,0,0,.,0,0,0,0,276,276,108,39.13%,41,124,152,0,0,0,0,.,0,0,0,0
GA-507,637,599,370,58.08%,304,333,0,53,168,457,12,304,266,216,71.05%,54,0,23,103,189,12,333,333,154,46.25%,30,65,268,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,675,675,545,80.74%,107,445,230,0,0,0,0,.,0,0,0,0
GA-508,616,532,348,56.49%,249,367,0,99,384,232,0,249,187,117,46.99%,0,1,29,136,113,0,367,345,231,62.94%,70,248,119,0,0,0,0,.,0,0,0,0,18,18,18,100.00%,4,17,1,0,18,18,18,100.00%,4,17,1,0,0,0,0,.,0,0,0,0,1360,1360,476,35.00%,195,496,864,0,0,0,0,.,0,0,0,0
GU-500,186,123,160,86.02%,102,84,0,24,96,53,37,102,49,78,76.47%,0,7,14,52,21,29,84,74,82,97.62%,10,44,32,8,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,102,102,60,58.82%,9,28,74,0,0,0,0,.,0,0,0,0
HI-500,823,733,733,89.06%,331,492,0,152,539,284,0,331,253,253,76.44%,0,3,49,168,163,0,492,480,480,97.56%,103,371,121,0,0,0,0,.,0,0,0,0,78,78,78,100.00%,8,24,54,0,78,78,78,100.00%,8,24,54,0,0,0,0,.,0,0,0,0,361,361,361,100.00%,26,101,260,0,0,0,0,.,0,0,0,0
HI-501,3513,3412,3363,95.73%,1161,2327,25,617,2427,1070,16,1161,1078,1029,88.63%,0,61,150,552,593,16,2327,2309,2309,99.23%,467,1875,452,0,25,25,25,100.00%,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,859,859,698,81.26%,29,97,762,0,0,0,0,.,0,0,0,0
IA-500,287,256,137,47.74%,154,133,0,44,141,146,0,154,123,4,2.60%,15,0,15,48,106,0,133,133,133,100.00%,29,93,40,0,0,0,0,.,0,0,0,0,7,7,7,100.00%,2,7,0,0,7,7,7,100.00%,2,7,0,0,0,0,0,.,0,0,0,0,83,83,58,69.88%,11,30,53,0,0,0,0,.,0,0,0,0
IA-501,2495,1934,1456,58.36%,1089,1406,0,507,1556,936,3,1089,754,413,37.92%,0,29,195,504,585,0,1406,1180,1043,74.18%,312,1052,351,3,0,0,0,.,0,0,0,0,254,20,20,7.87%,71,211,43,0,254,20,20,7.87%,71,211,43,0,0,0,0,.,0,0,0,0,424,424,291,68.63%,60,184,240,0,0,0,0,.,0,0,0,0
IA-502,861,790,765,88.85%,438,423,0,117,368,492,1,438,380,358,81.74%,0,71,41,135,303,0,423,410,407,96.22%,76,233,189,1,0,0,0,.,0,0,0,0,3,3,3,100.00%,0,0,3,0,3,3,3,100.00%,0,0,3,0,0,0,0,.,0,0,0,0,591,591,410,69.37%,89,337,254,0,171,171,171,100.00%,25,105,66,0
ID-500,772,672,282,36.53%,448,324,0,93,231,529,12,448,392,158,35.27%,0,27,63,139,297,12,324,280,124,38.27%,30,92,232,0,0,0,0,.,0,0,0,0,122,122,122,100.00%,39,116,6,0,122,122,122,100.00%,39,116,6,0,0,0,0,.,0,0,0,0,351,351,161,45.87%,47,147,204,0,0,0,0,.,0,0,0,0
ID-501,996,825,615,61.75%,411,585,0,193,641,353,2,411,240,177,43.07%,0,26,72,224,185,2,585,585,438,74.87%,121,417,168,0,0,0,0,.,0,0,0,0,97,97,97,100.00%,27,74,23,0,97,97,97,100.00%,27,74,23,0,0,0,0,.,0,0,0,0,484,475,470,97.11%,83,276,208,0,0,0,0,.,0,0,0,0
IL-500,174,153,153,87.93%,61,113,0,25,95,79,0,61,40,40,65.57%,40,0,9,30,31,0,113,113,113,100.00%,16,65,48,0,0,0,0,.,0,0,0,0,17,17,16,94.12%,4,15,2,0,17,17,16,94.12%,4,15,2,0,0,0,0,.,0,0,0,0,28,28,28,100.00%,0,0,28,0,50,50,50,100.00%,13,46,4,0
IL-501,465,422,422,90.75%,250,215,0,62,178,254,33,250,210,210,84.00%,0,30,25,86,131,33,215,212,212,98.60%,37,92,123,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,372,372,372,100.00%,63,177,195,0,0,0,0,.,0,0,0,0
IL-502,353,245,179,50.71%,153,185,15,64,228,125,0,153,94,32,20.92%,75,70,27,84,69,0,185,136,132,71.35%,37,144,41,0,15,15,15,100.00%,0,0,15,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,233,233,104,44.64%,25,78,155,0,0,0,0,.,0,0,0,0
IL-503,195,184,184,94.36%,11,184,0,23,57,130,8,11,11,11,100.00%,8,0,1,2,1,8,184,173,173,94.02%,22,55,129,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,68,68,68,100.00%,4,9,59,0,0,0,0,.,0,0,0,0
IL-504,234,198,169,72.22%,110,124,0,63,209,25,0,110,74,65,59.09%,0,6,30,88,22,0,124,124,104,83.87%,33,121,3,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,151,151,151,100.00%,22,69,82,0,0,0,0,.,0,0,0,0
IL-506,325,282,282,86.77%,162,163,0,46,148,177,0,162,142,142,87.65%,0,5,14,45,117,0,163,140,140,85.89%,32,103,60,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,372,372,372,100.00%,68,240,132,0,0,0,0,.,0,0,0,0
IL-507,537,450,298,55.49%,346,191,0,73,256,281,0,346,285,175,50.58%,0,0,27,125,221,0,191,165,123,64.40%,46,131,60,0,0,0,0,.,0,0,0,0,7,0,0,0.00%,3,7,0,0,7,0,0,0.00%,3,7,0,0,0,0,0,.,0,0,0,0,191,191,151,79.06%,16,47,144,0,0,0,0,.,0,0,0,0
IL-508,204,158,154,75.49%,69,135,0,51,147,57,0,69,23,19,27.54%,0,16,20,59,10,0,135,135,135,100.00%,31,88,47,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,277,277,249,89.89%,58,134,143,0,0,0,0,.,0,0,0,0
IL-509,116,86,86,74.14%,54,62,0,23,76,40,0,54,54,54,100.00%,0,6,1,14,40,0,62,32,32,51.61%,22,62,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,84,84,59,70.24%,12,16,68,0,0,0,0,.,0,0,0,0
IL-510,5991,5728,4658,77.75%,2048,3902,41,936,3151,2836,4,2048,1971,1057,51.61%,0,16,64,357,1691,0,3902,3716,3560,91.24%,872,2794,1104,4,41,41,41,100.00%,0,0,41,0,447,447,447,100.00%,143,396,51,0,447,447,447,100.00%,143,396,51,0,0,0,0,.,0,0,0,0,8406,8329,6688,79.56%,1057,2811,5595,0,17,17,0,0.00%,0,0,17,0
IL-511,826,671,646,78.21%,205,606,15,172,560,255,11,205,73,56,27.32%,354,0,29,133,66,6,606,583,575,94.88%,143,427,174,5,15,15,15,100.00%,0,0,15,0,107,107,107,100.00%,20,64,43,0,107,107,107,100.00%,20,64,43,0,0,0,0,.,0,0,0,0,979,979,537,54.85%,132,406,573,0,5,5,0,0.00%,0,0,5,0
IL-512,478,441,367,76.78%,327,127,24,81,214,255,9,327,290,239,73.09%,24,93,49,117,210,0,127,127,104,81.89%,32,97,21,9,24,24,24,100.00%,0,0,24,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,100,100,100,100.00%,12,38,62,0,0,0,0,.,0,0,0,0
IL-513,305,273,273,89.51%,151,154,0,48,176,126,3,151,119,119,78.81%,55,0,27,109,42,0,154,154,154,100.00%,21,67,84,3,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,146,146,146,100.00%,29,61,55,30,0,0,0,.,0,0,0,0
IL-514,668,598,598,89.52%,173,495,0,133,409,251,8,173,129,129,74.57%,39,19,18,54,111,8,495,469,469,94.75%,115,355,140,0,0,0,0,.,0,0,0,0,23,23,23,100.00%,5,16,7,0,23,23,23,100.00%,5,16,7,0,0,0,0,.,0,0,0,0,335,335,335,100.00%,57,189,146,0,0,0,0,.,0,0,0,0
IL-515,210,171,105,50.00%,118,92,0,49,157,53,0,118,94,44,37.29%,0,0,20,68,50,0,92,77,61,66.30%,29,89,3,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,31,31,31,100.00%,9,24,7,0,0,0,0,.,0,0,0,0
IL-516,248,218,113,45.56%,166,82,0,41,109,133,6,166,136,40,24.10%,0,30,9,39,121,6,82,82,73,89.02%,32,70,12,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,119,119,103,86.55%,23,62,57,0,0,0,0,.,0,0,0,0
IL-517,425,318,318,74.82%,316,109,0,55,169,256,0,316,248,248,78.48%,0,19,26,84,232,0,109,70,70,64.22%,29,85,24,0,0,0,0,.,0,0,0,0,24,24,24,100.00%,6,16,8,0,24,24,24,100.00%,6,16,8,0,0,0,0,.,0,0,0,0,115,115,112,97.39%,2,9,106,0,0,0,0,.,0,0,0,0
IL-518,259,192,131,50.58%,95,164,0,46,162,85,12,95,46,8,8.42%,32,0,15,49,46,0,164,146,123,75.00%,31,113,39,12,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,32,32,32,100.00%,0,0,32,0,0,0,0,.,0,0,0,0
IL-519,253,224,44,17.39%,92,161,0,32,122,131,0,92,68,0,0.00%,0,102,5,25,67,0,161,156,44,27.33%,27,97,64,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,69,69,2,2.90%,16,67,2,0,0,0,0,.,0,0,0,0
